publn_nr,publn_year,permno_adj,IPC1,permno_year
47947555,1987,US000101,C12N_9/42,US0001011987
48050716,1987,US000101,C09B_67/08,US0001011987
48050716,1987,US000101,C09B_63/00,US0001011987
48050716,1987,US000101,C09B_69/02,US0001011987
48050716,1987,US000101,C09B_69/06,US0001011987
48061267,1987,US000101,A61K_8/39,US0001011987
48061267,1987,US000101,A61K_8/365,US0001011987
48061267,1987,US000101,A61K_8/36,US0001011987
48061267,1987,US000101,A61K_8/49,US0001011987
48061267,1987,US000101,A61K_8/44,US0001011987
48061267,1987,US000101,A61Q_19/00,US0001011987
48061267,1987,US000101,A61K_8/00,US0001011987
48061267,1987,US000101,A61K_8/37,US0001011987
48061267,1987,US000101,A61K_8/30,US0001011987
48061267,1987,US000101,A61K_8/40,US0001011987
48061267,1987,US000101,A61K_8/73,US0001011987
48061267,1987,US000101,A61K_8/34,US0001011987
48061267,1987,US000101,A61K_8/86,US0001011987
48061267,1987,US000101,A61Q_5/00,US0001011987
11049790,1988,US000101,G11B_5/738,US0001011988
11049790,1988,US000101,G11B_5/73,US0001011988
11049790,1988,US000101,G11B_5/708,US0001011988
11049790,1988,US000101,C09D_175/04,US0001011988
11049790,1988,US000101,G11B_5/702,US0001011988
11049790,1988,US000101,C09D_167/02,US0001011988
11062023,1988,US000101,C12P_19/02,US0001011988
11062023,1988,US000101,C07H_1/02,US0001011988
11062023,1988,US000101,C12N_11/08,US0001011988
11062023,1988,US000101,C07H_11/04,US0001011988
11063029,1988,US000101,A61Q_5/02,US0001011988
11063029,1988,US000101,A61Q_19/00,US0001011988
11063029,1988,US000101,A61Q_19/10,US0001011988
11063029,1988,US000101,C09J_105/00,US0001011988
11063029,1988,US000101,A61K_8/73,US0001011988
11063029,1988,US000101,C08B_37/00,US0001011988
11063029,1988,US000101,C12R_1/91,US0001011988
11063029,1988,US000101,A61K_31/715,US0001011988
11063029,1988,US000101,C12N_5/04,US0001011988
11063029,1988,US000101,C09K_3/00,US0001011988
11063029,1988,US000101,B01F_17/56,US0001011988
11063029,1988,US000101,C12P_19/04,US0001011988
11063029,1988,US000101,C11D_3/22,US0001011988
11063403,1988,US000101,D06M_13/322,US0001011988
11063403,1988,US000101,D06M_13/463,US0001011988
11063403,1988,US000101,D06M_13/02,US0001011988
11063403,1988,US000101,D06M_13/46,US0001011988
11063403,1988,US000101,C11D_1/62,US0001011988
11064741,1988,US000101,A61K_8/00,US0001011988
11064741,1988,US000101,A61Q_19/10,US0001011988
11064741,1988,US000101,C11D_1/52,US0001011988
11064741,1988,US000101,A61K_8/46,US0001011988
11064741,1988,US000101,C11D_1/94,US0001011988
11064741,1988,US000101,C11D_1/12,US0001011988
11064741,1988,US000101,A61K_8/42,US0001011988
11064741,1988,US000101,C11D_1/28,US0001011988
11064741,1988,US000101,C11D_1/14,US0001011988
11064776,1988,US000101,C07C_229/12,US0001011988
11064776,1988,US000101,C11D_3/39,US0001011988
11064776,1988,US000101,C11D_1/88,US0001011988
11064776,1988,US000101,C07C_309/42,US0001011988
11066250,1988,US000101,A61F_13/15,US0001011988
11066250,1988,US000101,A61L_15/42,US0001011988
11068395,1988,US000101,C07C_209/16,US0001011988
11068395,1988,US000101,C07C_209/26,US0001011988
11068395,1988,US000101,B01J_23/89,US0001011988
11068395,1988,US000101,B01J_23/76,US0001011988
11068455,1988,US000101,C12P_7/62,US0001011988
11068455,1988,US000101,C12P_7/64,US0001011988
11068455,1988,US000101,C12N_11/08,US0001011988
11068455,1988,US000101,C12N_11/14,US0001011988
11081175,1988,US000101,A61K_8/34,US0001011988
11081175,1988,US000101,C07C_69/02,US0001011988
11081175,1988,US000101,C07C_35/30,US0001011988
11081175,1988,US000101,C07C_67/00,US0001011988
11081175,1988,US000101,C07C_27/00,US0001011988
11081175,1988,US000101,C07C_69/013,US0001011988
11081175,1988,US000101,A61Q_13/00,US0001011988
11081175,1988,US000101,C11B_9/00,US0001011988
11081175,1988,US000101,A61L_9/01,US0001011988
11081175,1988,US000101,C07C_41/00,US0001011988
11081175,1988,US000101,C07C_35/37,US0001011988
11081175,1988,US000101,C07C_43/18,US0001011988
11081175,1988,US000101,C11D_9/44,US0001011988
11081175,1988,US000101,A61K_8/33,US0001011988
11081175,1988,US000101,C11D_3/50,US0001011988
11081175,1988,US000101,A61K_8/37,US0001011988
11082850,1988,US000101,A61K_8/58,US0001011988
11082850,1988,US000101,A61K_8/41,US0001011988
11082850,1988,US000101,A61K_8/898,US0001011988
11082850,1988,US000101,A61K_8/40,US0001011988
11082850,1988,US000101,A61K_8/894,US0001011988
11082850,1988,US000101,A61K_8/895,US0001011988
11082850,1988,US000101,C08L_83/04,US0001011988
11082850,1988,US000101,A61Q_5/12,US0001011988
11082850,1988,US000101,A61K_8/891,US0001011988
11082850,1988,US000101,A61Q_5/04,US0001011988
11082850,1988,US000101,A61Q_5/00,US0001011988
11082850,1988,US000101,A61K_8/89,US0001011988
11082850,1988,US000101,C11D_3/37,US0001011988
11082850,1988,US000101,A61Q_5/06,US0001011988
11082850,1988,US000101,A61K_8/00,US0001011988
11085445,1988,US000101,D06M_13/463,US0001011988
11085445,1988,US000101,D06M_13/46,US0001011988
11085445,1988,US000101,D06P_3/52,US0001011988
11085445,1988,US000101,D06M_15/263,US0001011988
11085445,1988,US000101,C08F_279/02,US0001011988
11085445,1988,US000101,C08K_5/19,US0001011988
11085445,1988,US000101,D06P_5/08,US0001011988
11085445,1988,US000101,D06M_15/693,US0001011988
11089734,1988,US000101,A61F_13/15,US0001011988
11089734,1988,US000101,A61L_15/18,US0001011988
11089734,1988,US000101,A61L_15/60,US0001011988
11099909,1988,US000101,G03G_21/00,US0001011988
11101104,1988,US000101,C08F_210/10,US0001011988
11101104,1988,US000101,C08F_222/06,US0001011988
11101104,1988,US000101,C08F_220/04,US0001011988
11101104,1988,US000101,C08F_2/08,US0001011988
11101104,1988,US000101,C08F_210/00,US0001011988
11104401,1988,US000101,C11B_7/00,US0001011988
11109692,1988,US000101,B41M_5/26,US0001011988
11109692,1988,US000101,B41M_5/30,US0001011988
11109692,1988,US000101,B41M_5/392,US0001011988
11109692,1988,US000101,B41M_5/395,US0001011988
1192361,1988,US000101,C11D_1/90,US0001011988
1192361,1988,US000101,C11D_1/65,US0001011988
1192361,1988,US000101,C11D_1/94,US0001011988
1192361,1988,US000101,C11D_1/92,US0001011988
1192361,1988,US000101,C11D_1/62,US0001011988
1192361,1988,US000101,C11D_1/22,US0001011988
1192361,1988,US000101,C11D_1/34,US0001011988
1192361,1988,US000101,C11D_1/52,US0001011988
1192361,1988,US000101,C11D_1/29,US0001011988
1192361,1988,US000101,C11D_1/10,US0001011988
1195430,1988,US000101,A61K_8/81,US0001011988
1195430,1988,US000101,A61Q_5/00,US0001011988
1195430,1988,US000101,A61K_8/73,US0001011988
1195430,1988,US000101,A61Q_5/02,US0001011988
1195430,1988,US000101,A61K_8/25,US0001011988
1195430,1988,US000101,A61Q_5/12,US0001011988
1196150,1988,US000101,C11C_3/04,US0001011988
1196150,1988,US000101,A61K_9/00,US0001011988
1196150,1988,US000101,A61Q_19/00,US0001011988
1196150,1988,US000101,A61K_47/14,US0001011988
1196150,1988,US000101,A61Q_1/04,US0001011988
1196150,1988,US000101,A61Q_1/06,US0001011988
1196150,1988,US000101,C12P_7/64,US0001011988
1196150,1988,US000101,A61K_8/37,US0001011988
1196150,1988,US000101,A61Q_1/10,US0001011988
15424287,1988,US000101,C12N_9/42,US0001011988
15424287,1988,US000101,C12N_9/54,US0001011988
15424287,1988,US000101,C12N_9/26,US0001011988
1652981,1988,US000101,A47B_88/00,US0001011988
16702941,1988,US000101,A61K_8/55,US0001011988
16702941,1988,US000101,C11D_3/36,US0001011988
16702941,1988,US000101,C11D_1/34,US0001011988
16702941,1988,US000101,A61Q_19/10,US0001011988
16702941,1988,US000101,C11D_1/88,US0001011988
16702941,1988,US000101,A61Q_5/02,US0001011988
16703609,1988,US000101,A61K_8/68,US0001011988
16703609,1988,US000101,A61K_8/42,US0001011988
16703609,1988,US000101,C07H_15/04,US0001011988
16703609,1988,US000101,A61Q_19/00,US0001011988
16703609,1988,US000101,A61Q_5/00,US0001011988
16713097,1988,US000101,G11B_5/712,US0001011988
16713097,1988,US000101,G11B_5/706,US0001011988
16713097,1988,US000101,B22F_1/02,US0001011988
16713097,1988,US000101,H01F_1/06,US0001011988
16713097,1988,US000101,B22F_9/22,US0001011988
16714331,1988,US000101,B41M_5/025,US0001011988
16714331,1988,US000101,B41M_5/392,US0001011988
16714331,1988,US000101,B32B_27/36,US0001011988
16714331,1988,US000101,B41M_5/395,US0001011988
16714331,1988,US000101,B41M_5/30,US0001011988
16714331,1988,US000101,B32B_27/08,US0001011988
16714331,1988,US000101,B41M_5/26,US0001011988
16714331,1988,US000101,C09D_11/00,US0001011988
16716615,1988,US000101,A61K_8/06,US0001011988
16716615,1988,US000101,C11D_3/36,US0001011988
16716615,1988,US000101,C11D_1/88,US0001011988
16716615,1988,US000101,A61K_8/58,US0001011988
16716615,1988,US000101,A61Q_19/10,US0001011988
16716615,1988,US000101,C11D_1/78,US0001011988
16716615,1988,US000101,C07F_9/09,US0001011988
16716615,1988,US000101,A61K_8/00,US0001011988
16716615,1988,US000101,A61Q_5/02,US0001011988
16716615,1988,US000101,C08G_65/32,US0001011988
16716615,1988,US000101,A61K_8/55,US0001011988
16719578,1988,US000101,A61K_8/00,US0001011988
16719578,1988,US000101,A61Q_1/12,US0001011988
16719578,1988,US000101,A61Q_19/00,US0001011988
16719578,1988,US000101,A61K_47/24,US0001011988
16719578,1988,US000101,A61Q_1/10,US0001011988
16719578,1988,US000101,A61K_8/06,US0001011988
16719578,1988,US000101,A61Q_1/02,US0001011988
16719578,1988,US000101,A61Q_1/00,US0001011988
16719578,1988,US000101,A61K_8/55,US0001011988
16719578,1988,US000101,A61Q_17/04,US0001011988
16719578,1988,US000101,A61K_8/04,US0001011988
16719710,1988,US000101,C08G_63/20,US0001011988
16719710,1988,US000101,G03G_9/087,US0001011988
16730010,1988,US000101,C11D_3/37,US0001011988
16730010,1988,US000101,C11D_1/72,US0001011988
16730010,1988,US000101,C11D_1/62,US0001011988
16730010,1988,US000101,C11D_1/835,US0001011988
16730010,1988,US000101,C11D_3/00,US0001011988
18154473,1988,US000101,C12P_7/64,US0001011988
18154473,1988,US000101,C12P_7/62,US0001011988
18154927,1988,US000101,A61K_47/02,US0001011988
18154927,1988,US000101,C01G_9/02,US0001011988
18154927,1988,US000101,A61K_33/30,US0001011988
18154927,1988,US000101,A61K_9/00,US0001011988
22941705,1988,US000101,B65D_85/18,US0001011988
22947652,1988,US000101,C11D_1/75,US0001011988
22947652,1988,US000101,C11D_3/37,US0001011988
22947652,1988,US000101,C11D_10/02,US0001011988
22947652,1988,US000101,C11D_1/14,US0001011988
22947652,1988,US000101,C11D_1/72,US0001011988
22947652,1988,US000101,C11D_1/29,US0001011988
22947652,1988,US000101,C11D_1/86,US0001011988
22947652,1988,US000101,C11D_1/22,US0001011988
22947652,1988,US000101,C11D_1/52,US0001011988
22948464,1988,US000101,D06M_13/02,US0001011988
22948464,1988,US000101,D06M_13/402,US0001011988
22948464,1988,US000101,D06M_15/59,US0001011988
22948464,1988,US000101,C11D_1/66,US0001011988
22948464,1988,US000101,C11D_3/37,US0001011988
22948464,1988,US000101,C11D_1/835,US0001011988
22948464,1988,US000101,D06M_13/46,US0001011988
22948464,1988,US000101,C11D_1/62,US0001011988
22948464,1988,US000101,D06M_13/322,US0001011988
22948464,1988,US000101,D06M_13/144,US0001011988
22948464,1988,US000101,D06M_13/463,US0001011988
22948464,1988,US000101,D06M_13/405,US0001011988
22948464,1988,US000101,C11D_3/00,US0001011988
22948464,1988,US000101,D06M_13/236,US0001011988
22948464,1988,US000101,D06M_13/224,US0001011988
22955535,1988,US000101,C11D_3/382,US0001011988
22955535,1988,US000101,C11D_1/04,US0001011988
22955535,1988,US000101,C11D_1/06,US0001011988
22955535,1988,US000101,C11D_3/38,US0001011988
22955535,1988,US000101,C11D_1/10,US0001011988
23811591,1988,US000101,C11D_3/43,US0001011988
23811591,1988,US000101,C11D_17/08,US0001011988
23811591,1988,US000101,C11D_1/92,US0001011988
23811591,1988,US000101,C11D_1/14,US0001011988
23811591,1988,US000101,C11D_1/08,US0001011988
23811591,1988,US000101,A61K_8/00,US0001011988
23811591,1988,US000101,A61Q_19/10,US0001011988
23811591,1988,US000101,C11D_1/06,US0001011988
23811591,1988,US000101,C11D_1/29,US0001011988
23811591,1988,US000101,C11D_1/94,US0001011988
23811591,1988,US000101,A61Q_5/00,US0001011988
23811591,1988,US000101,C11D_1/22,US0001011988
23812246,1988,US000101,A61F_13/494,US0001011988
23812246,1988,US000101,A61F_13/15,US0001011988
23812246,1988,US000101,A61F_5/44,US0001011988
23812928,1988,US000101,A61Q_5/02,US0001011988
23812928,1988,US000101,C08F_220/58,US0001011988
23812928,1988,US000101,A61K_8/81,US0001011988
23812928,1988,US000101,H05B_41/24,US0001011988
23812928,1988,US000101,C08F_228/00,US0001011988
23812928,1988,US000101,C08F_220/60,US0001011988
23812928,1988,US000101,C08F_26/02,US0001011988
23812928,1988,US000101,C08F_20/52,US0001011988
23812928,1988,US000101,C08F_212/14,US0001011988
23812928,1988,US000101,C08F_220/04,US0001011988
23812928,1988,US000101,C08F_20/00,US0001011988
23812928,1988,US000101,C08F_20/34,US0001011988
23812928,1988,US000101,C11D_3/37,US0001011988
23812928,1988,US000101,C08F_222/02,US0001011988
23812928,1988,US000101,C08F_226/06,US0001011988
23812928,1988,US000101,C08F_226/02,US0001011988
23812928,1988,US000101,C08F_220/34,US0001011988
23812928,1988,US000101,C08F_28/00,US0001011988
23812928,1988,US000101,C08F_12/00,US0001011988
23812928,1988,US000101,C08F_26/06,US0001011988
23812972,1988,US000101,A61F_13/472,US0001011988
23812972,1988,US000101,A61F_13/53,US0001011988
23812972,1988,US000101,A61F_13/15,US0001011988
23812994,1988,US000101,C11D_1/52,US0001011988
23812994,1988,US000101,C11D_3/14,US0001011988
23812994,1988,US000101,C11D_1/75,US0001011988
23812994,1988,US000101,C11D_1/12,US0001011988
23812994,1988,US000101,C11D_17/00,US0001011988
23812994,1988,US000101,C11D_1/86,US0001011988
24944994,1988,US000101,C25D_3/02,US0001011988
24944994,1988,US000101,C08L_25/18,US0001011988
24944994,1988,US000101,C25D_15/02,US0001011988
24944994,1988,US000101,C08L_25/00,US0001011988
25412694,1988,US000101,C11D_3/50,US0001011988
25412694,1988,US000101,C11D_17/06,US0001011988
25950302,1988,US000101,C11B_9/00,US0001011988
25950302,1988,US000101,A61K_8/33,US0001011988
25950302,1988,US000101,C07C_47/11,US0001011988
25950302,1988,US000101,C07C_45/29,US0001011988
25950302,1988,US000101,C07C_45/00,US0001011988
25950302,1988,US000101,C11D_9/44,US0001011988
25950302,1988,US000101,C11D_3/50,US0001011988
25950302,1988,US000101,A61Q_13/00,US0001011988
25950302,1988,US000101,C07C_67/00,US0001011988
26034576,1988,US000101,G11B_5/858,US0001011988
26034576,1988,US000101,H03K_19/0185,US0001011988
26034576,1988,US000101,H03K_17/16,US0001011988
26034576,1988,US000101,G11B_5/851,US0001011988
26034576,1988,US000101,G11B_5/85,US0001011988
26034576,1988,US000101,G11B_5/64,US0001011988
26034576,1988,US000101,H03K_19/0948,US0001011988
26204718,1988,US000101,C11D_7/60,US0001011988
26204718,1988,US000101,C11D_17/00,US0001011988
26204718,1988,US000101,C11D_7/54,US0001011988
26204718,1988,US000101,C11D_3/39,US0001011988
26558996,1988,US000101,C11D_3/50,US0001011988
26558996,1988,US000101,C07C_31/13,US0001011988
26558996,1988,US000101,A61K_8/34,US0001011988
26558996,1988,US000101,C07C_29/36,US0001011988
26558996,1988,US000101,A61Q_13/00,US0001011988
26558996,1988,US000101,C07C_29/132,US0001011988
26558996,1988,US000101,C07C_67/00,US0001011988
26558996,1988,US000101,C11B_9/00,US0001011988
26558996,1988,US000101,C07C_29/19,US0001011988
26558996,1988,US000101,C07C_31/135,US0001011988
26558996,1988,US000101,C11D_9/44,US0001011988
26558996,1988,US000101,C07C_31/137,US0001011988
26558996,1988,US000101,C07C_27/00,US0001011988
27049005,1988,US000101,A61Q_19/10,US0001011988
27049005,1988,US000101,A61Q_5/02,US0001011988
27049005,1988,US000101,C11D_3/382,US0001011988
27049005,1988,US000101,C08B_37/00,US0001011988
27049005,1988,US000101,A61K_8/00,US0001011988
27049005,1988,US000101,A01H_4/00,US0001011988
27049005,1988,US000101,A61K_8/73,US0001011988
27049005,1988,US000101,A61Q_1/00,US0001011988
27049005,1988,US000101,A61K_8/72,US0001011988
27049005,1988,US000101,C11D_9/38,US0001011988
27049005,1988,US000101,A61K_8/97,US0001011988
27049005,1988,US000101,A61Q_1/02,US0001011988
27275592,1988,US000101,C08F_8/36,US0001011988
27460555,1988,US000101,A61Q_9/02,US0001011988
27460555,1988,US000101,C09K_3/30,US0001011988
27460555,1988,US000101,A61K_8/00,US0001011988
27460555,1988,US000101,A61Q_19/10,US0001011988
27460555,1988,US000101,A61K_8/55,US0001011988
27460555,1988,US000101,A61K_8/04,US0001011988
27501425,1988,US000101,A61Q_5/06,US0001011988
27501425,1988,US000101,A61K_8/891,US0001011988
27501425,1988,US000101,A61K_8/25,US0001011988
27501425,1988,US000101,C08L_83/04,US0001011988
27501425,1988,US000101,A61K_8/29,US0001011988
27501425,1988,US000101,A61K_8/00,US0001011988
27501425,1988,US000101,A61Q_5/00,US0001011988
27501425,1988,US000101,A61K_8/89,US0001011988
27910918,1988,US000101,C12R_1/01,US0001011988
27910918,1988,US000101,C12N_9/80,US0001011988
27910918,1988,US000101,C12P_13/00,US0001011988
27910918,1988,US000101,C12N_1/20,US0001011988
28207160,1988,US000101,A61K_8/49,US0001011988
28207160,1988,US000101,A61K_8/00,US0001011988
28207160,1988,US000101,A61Q_5/10,US0001011988
29612250,1988,US000101,C08F_4/52,US0001011988
29612250,1988,US000101,C08F_20/12,US0001011988
29612250,1988,US000101,C08F_20/00,US0001011988
29612250,1988,US000101,C08F_4/42,US0001011988
29612358,1988,US000101,C08F_20/12,US0001011988
29612358,1988,US000101,C08F_12/20,US0001011988
29612358,1988,US000101,C08F_4/52,US0001011988
29612358,1988,US000101,C08F_20/00,US0001011988
29612358,1988,US000101,C08F_4/42,US0001011988
29637091,1988,US000101,C01B_31/04,US0001011988
29637091,1988,US000101,G11B_15/60,US0001011988
29637091,1988,US000101,C04B_35/52,US0001011988
29637091,1988,US000101,G11B_23/087,US0001011988
29637091,1988,US000101,G11B_5/187,US0001011988
29637091,1988,US000101,C10M_111/00,US0001011988
29637091,1988,US000101,F16N_15/00,US0001011988
29637091,1988,US000101,G11B_17/34,US0001011988
29637091,1988,US000101,C10N_40/02,US0001011988
29637091,1988,US000101,G11B_5/10,US0001011988
29637091,1988,US000101,G11B_17/32,US0001011988
29637091,1988,US000101,G11B_5/60,US0001011988
29637091,1988,US000101,C10N_50/08,US0001011988
29637091,1988,US000101,C23C_14/06,US0001011988
29637091,1988,US000101,G11B_15/61,US0001011988
29637091,1988,US000101,G11B_23/50,US0001011988
29637091,1988,US000101,C23C_14/12,US0001011988
29637091,1988,US000101,C10N_40/18,US0001011988
30022797,1988,US000101,C11D_1/14,US0001011988
30022797,1988,US000101,C11D_1/83,US0001011988
30022797,1988,US000101,C11D_1/08,US0001011988
30022797,1988,US000101,C11D_1/29,US0001011988
30022797,1988,US000101,C11D_1/22,US0001011988
30022797,1988,US000101,C11D_17/08,US0001011988
30022797,1988,US000101,C11D_1/06,US0001011988
30022797,1988,US000101,C11D_3/37,US0001011988
30022797,1988,US000101,C11D_17/00,US0001011988
30022797,1988,US000101,C11D_3/60,US0001011988
30022797,1988,US000101,C11D_1/75,US0001011988
30022797,1988,US000101,C11D_3/20,US0001011988
30153345,1988,US000101,A61K_8/00,US0001011988
30153345,1988,US000101,C11D_1/88,US0001011988
30153345,1988,US000101,A61Q_5/02,US0001011988
30153345,1988,US000101,A61K_8/40,US0001011988
30153345,1988,US000101,A61K_8/34,US0001011988
30153345,1988,US000101,C11D_3/43,US0001011988
30275585,1988,US000101,C12N_1/20,US0001011988
30275585,1988,US000101,C12N_15/09,US0001011988
30275585,1988,US000101,C12R_1/19,US0001011988
30275585,1988,US000101,C12R_1/07,US0001011988
30275585,1988,US000101,C12N_9/42,US0001011988
30275585,1988,US000101,C12N_15/00,US0001011988
30775787,1988,US000101,C12R_1/19,US0001011988
30775787,1988,US000101,C12N_9/42,US0001011988
30775787,1988,US000101,C12N_1/21,US0001011988
30775787,1988,US000101,C12N_9/54,US0001011988
30775787,1988,US000101,C12R_1/07,US0001011988
30775787,1988,US000101,C12N_15/00,US0001011988
30775787,1988,US000101,C12N_1/20,US0001011988
30775787,1988,US000101,C12N_15/09,US0001011988
31016376,1988,US000101,C04B_35/524,US0001011988
31016376,1988,US000101,C01B_31/02,US0001011988
31016376,1988,US000101,C04B_35/52,US0001011988
31419812,1988,US000101,B41M_5/26,US0001011988
31419812,1988,US000101,B41M_5/385,US0001011988
31419812,1988,US000101,B41M_5/395,US0001011988
31419812,1988,US000101,B41M_5/39,US0001011988
31419812,1988,US000101,B41M_5/30,US0001011988
31419812,1988,US000101,B41M_5/392,US0001011988
31593396,1988,US000101,C09B_67/02,US0001011988
31593396,1988,US000101,B41M_5/30,US0001011988
31593396,1988,US000101,B41M_5/28,US0001011988
31593396,1988,US000101,B41M_5/337,US0001011988
31593396,1988,US000101,B41M_5/323,US0001011988
31593441,1988,US000101,B41M_5/28,US0001011988
31593441,1988,US000101,C09B_67/02,US0001011988
31593441,1988,US000101,B41M_5/30,US0001011988
31593441,1988,US000101,B41M_5/333,US0001011988
31593441,1988,US000101,B41M_5/337,US0001011988
31969669,1988,US000101,C11D_9/10,US0001011988
31969669,1988,US000101,C11D_3/386,US0001011988
31969669,1988,US000101,C11D_9/38,US0001011988
31969669,1988,US000101,C11D_3/04,US0001011988
32046027,1988,US000101,C07C_29/136,US0001011988
32046027,1988,US000101,B01J_23/72,US0001011988
32046027,1988,US000101,C07C_27/00,US0001011988
32046027,1988,US000101,C07C_67/00,US0001011988
32046027,1988,US000101,C07C_29/149,US0001011988
32046027,1988,US000101,B01J_23/80,US0001011988
32046027,1988,US000101,C07B_61/00,US0001011988
32633045,1988,US000101,A61K_8/02,US0001011988
32633045,1988,US000101,A61K_8/55,US0001011988
32633045,1988,US000101,A61K_8/00,US0001011988
32633045,1988,US000101,A61Q_5/00,US0001011988
32633045,1988,US000101,A61K_8/37,US0001011988
32633045,1988,US000101,A61K_8/92,US0001011988
32633045,1988,US000101,A61Q_19/00,US0001011988
32633045,1988,US000101,A61K_8/06,US0001011988
32633045,1988,US000101,A61Q_7/00,US0001011988
32693472,1988,US000101,D06L_3/11,US0001011988
32693472,1988,US000101,C11D_7/42,US0001011988
32693472,1988,US000101,D06L_3/02,US0001011988
32693472,1988,US000101,C11D_3/386,US0001011988
32693472,1988,US000101,C11D_7/54,US0001011988
32693472,1988,US000101,C12S_11/00,US0001011988
32693472,1988,US000101,C11D_7/60,US0001011988
32693472,1988,US000101,C11D_7/32,US0001011988
32693513,1988,US000101,C08G_18/16,US0001011988
32693513,1988,US000101,C08G_18/18,US0001011988
32921076,1988,US000101,C01B_31/00,US0001011988
32921076,1988,US000101,C04B_35/52,US0001011988
32921076,1988,US000101,C04B_41/87,US0001011988
32921076,1988,US000101,C04B_41/50,US0001011988
33065802,1988,US000101,C07D_257/08,US0001011988
33065802,1988,US000101,C07D_401/12,US0001011988
33065802,1988,US000101,G03G_5/06,US0001011988
33065802,1988,US000101,C07D_401/14,US0001011988
33065802,1988,US000101,C07D_401/04,US0001011988
33065802,1988,US000101,C07D_401/10,US0001011988
33065802,1988,US000101,C07D_403/10,US0001011988
33205698,1988,US000101,H01M_2/38,US0001011988
33346060,1988,US000101,C07D_239/50,US0001011988
33346060,1988,US000101,D06P_1/32,US0001011988
33632461,1988,US000101,B01D_53/77,US0001011988
33632461,1988,US000101,G21F_9/00,US0001011988
33632461,1988,US000101,G21F_9/02,US0001011988
33632461,1988,US000101,B01D_53/34,US0001011988
33632461,1988,US000101,B01D_53/18,US0001011988
33632461,1988,US000101,B01D_53/56,US0001011988
33632461,1988,US000101,G21C_19/46,US0001011988
33825196,1988,US000101,C07C_31/125,US0001011988
33825196,1988,US000101,C07C_29/149,US0001011988
33825196,1988,US000101,C07C_27/00,US0001011988
33825196,1988,US000101,B01J_23/85,US0001011988
33825196,1988,US000101,C07C_67/00,US0001011988
33825196,1988,US000101,B01J_23/88,US0001011988
33825196,1988,US000101,C07C_33/00,US0001011988
33825196,1988,US000101,C07C_33/02,US0001011988
33825196,1988,US000101,C07B_61/00,US0001011988
33936059,1988,US000101,C11D_3/60,US0001011988
33936059,1988,US000101,C11D_3/37,US0001011988
33936059,1988,US000101,C11D_3/42,US0001011988
33936059,1988,US000101,C11D_17/06,US0001011988
34110868,1988,US000101,C10N_40/20,US0001011988
34110868,1988,US000101,C10M_105/38,US0001011988
34110868,1988,US000101,C10N_30/10,US0001011988
34110868,1988,US000101,C10M_107/32,US0001011988
34110868,1988,US000101,C10N_40/08,US0001011988
34110868,1988,US000101,C10N_30/08,US0001011988
34110868,1988,US000101,C10N_50/10,US0001011988
34110868,1988,US000101,C10N_40/00,US0001011988
34110868,1988,US000101,C10N_40/13,US0001011988
34110868,1988,US000101,C10N_40/25,US0001011988
34701737,1988,US000101,B65B_69/00,US0001011988
34701737,1988,US000101,B26D_3/02,US0001011988
35185755,1988,US000101,C07C_43/196,US0001011988
35185755,1988,US000101,C07C_43/178,US0001011988
35185755,1988,US000101,C07C_43/13,US0001011988
35185755,1988,US000101,C07C_41/00,US0001011988
35185755,1988,US000101,A61K_8/34,US0001011988
35185755,1988,US000101,A61P_17/00,US0001011988
35185755,1988,US000101,A61Q_19/00,US0001011988
35185755,1988,US000101,A61K_31/075,US0001011988
35185755,1988,US000101,C07C_67/00,US0001011988
35185755,1988,US000101,A61K_8/30,US0001011988
35198630,1988,US000101,B29C_55/20,US0001011988
35198630,1988,US000101,B29K_105/04,US0001011988
35198630,1988,US000101,B29C_55/28,US0001011988
35198630,1988,US000101,C08J_9/00,US0001011988
35198630,1988,US000101,B29C_55/00,US0001011988
35198630,1988,US000101,B29L_7/00,US0001011988
35198630,1988,US000101,B29C_47/00,US0001011988
35198630,1988,US000101,B29C_55/16,US0001011988
35198630,1988,US000101,B29C_55/08,US0001011988
35528884,1988,US000101,G03G_9/09,US0001011988
35528884,1988,US000101,G03G_9/113,US0001011988
35528884,1988,US000101,G03G_9/087,US0001011988
35528884,1988,US000101,G03G_9/097,US0001011988
35585489,1988,US000101,C08G_63/672,US0001011988
35585489,1988,US000101,C08L_67/00,US0001011988
35585489,1988,US000101,C08K_5/09,US0001011988
35585489,1988,US000101,C08G_63/66,US0001011988
35585489,1988,US000101,C08K_5/29,US0001011988
35585489,1988,US000101,G03G_9/087,US0001011988
35665174,1988,US000101,B41M_5/30,US0001011988
35665174,1988,US000101,B41M_5/26,US0001011988
35665174,1988,US000101,B41M_5/337,US0001011988
35665174,1988,US000101,B41M_5/382,US0001011988
35665174,1988,US000101,B41M_5/28,US0001011988
35665174,1988,US000101,B41M_5/42,US0001011988
35665199,1988,US000101,C08B_37/08,US0001011988
35665199,1988,US000101,C11D_3/384,US0001011988
35665199,1988,US000101,A61Q_5/00,US0001011988
35665199,1988,US000101,A61K_8/02,US0001011988
35665199,1988,US000101,A61Q_19/00,US0001011988
35665199,1988,US000101,C09K_3/00,US0001011988
35665199,1988,US000101,A61K_8/73,US0001011988
35665199,1988,US000101,A61K_8/00,US0001011988
35665213,1988,US000101,A61Q_1/02,US0001011988
